886         1.00    91.61
887         0.93    90.67
888         0.81    89.43
889         0.75    90.22
890         0.95    89.59
891         0.85    89.32
892         1.02    90.10
893         0.80    90.66
894         1.03    89.60
895         0.96    90.27
896         0.81    86.63
897         0.92    88.53
898         1.01    88.84
899         0.89    89.53
900         1.03    89.98
901         0.71    89.89
902         0.79    88.64
903         0.83    89.20
904         0.89    88.25
905         0.85    90.99
906         0.85    88.35
907         0.97    88.66
908         0.86    90.48
909         0.98    90.78
910         0.98    89.91
911         0.86    89.88
912         0.94    89.84
913         0.87    87.92
914         0.84    90.69
915         0.94    88.82
916         0.83    89.50
917         0.91    88.37
918         0.83    90.06
919         0.93    92.29
920         0.88    92.11
921         0.84    89.44
922         0.90    88.36
923         0.86    87.30
924         0.98    91.50
925         1.01    89.81
926         0.81    91.12
927         1.05    89.83
928         0.95    90.46
929         0.80    89.62
930         0.84    90.88
931         0.85    89.79
932         0.89    92.79
933         0.85    90.11
934         0.94    89.88
935         0.92    91.34
936         0.75    90.03
937         0.85    89.39
938         0.86    91.09
939         0.92    90.09
940         0.94    90.94
941         0.80    89.11
942         0.99    88.88
943         0.69    87.66
944         0.85    90.17
945         0.86    88.14
946         0.86    89.68
947         0.88    90.96
948         1.00    89.82
949         0.93    87.01
950         0.87    91.20
951         0.94    90.76
952         0.89    89.20
953         1.00    90.13
954         0.90    89.65
955         0.91    90.46
956         0.84    88.51
957         0.82    92.59
958         0.80    90.06
959         0.81    89.90
960         0.88    86.50
961         0.97    89.49
962         0.86    89.37
963         1.04    90.44
964         0.99    91.71
965         0.91    90.68
966         0.90    90.00
967         0.95    93.14
968         0.84    90.88
969         0.93    88.63
970         0.93    90.28
971         0.90    90.49
972         0.79    91.03
973         1.04    89.81
974         0.82    92.04
975         0.84    89.95
976         0.76    88.75
977         0.89    89.06
978         0.98    91.97
979         0.98    88.80
980         0.91    90.82
981         0.84    89.43
982         0.83    90.38
983         0.86    90.10
984         0.93    87.02
985         0.86    90.20
986         0.88    89.31
987         0.73    91.94
988         0.87    89.03
989         0.89    89.79
990         0.83    91.17
991         0.92    89.69
992         0.86    88.35
993         0.94    89.45
994         0.90    90.26
995         0.91    90.74
996         0.90    89.14
997         0.84    89.31
998         0.98    89.36
999         1.01    88.15
1000         1.03    90.20
1001         0.97    89.14
1002         0.84    88.09
1003         0.91    89.89
1004         1.09    87.04
1005         0.89    89.72
1006         0.88    90.08
1007         0.84    85.95
1008         0.86    89.40
1009         0.91    91.02
1010         0.97    89.12
1011         0.90    91.48
1012         0.93    90.24
1013         0.88    88.92
1014         0.96    91.11
1015         0.71    87.05
1016         0.89    90.26
1017         0.96    90.45
1018         1.03    88.94
1019         0.97    88.20
1020         0.91    90.84
1021         0.83    89.37
1022         0.86    91.32
1023         0.84    90.80
1024         1.01    88.98
1025         0.91    93.39
1026         0.79    87.68
1027         0.93    89.39
1028         0.86    85.92
1029         0.98    91.72
1030         0.81    90.75
1031         0.94    90.31
1032         0.95    91.07
1033         0.89    91.46
1034         0.87    92.28
1035         0.93    86.68
1036         0.81    92.06
1037         0.92    89.57
1038         0.88    89.19
1039         1.01    89.82
1040         0.85    89.27
1041         0.90    89.12
1042         0.97    90.50
1043         0.91    90.34
1044         0.94    90.72
1045         0.75    89.94
1046         0.91    89.35
1047         1.06    88.13
1048         0.89    88.10
1049         0.85    90.12
1050         0.92    89.98
1051         0.76    92.52
1052         0.97    91.28
1053         0.91    88.15
1054         0.93    90.24
1055         0.93    89.80
1056         0.99    92.48
1057         0.92    91.11
1058         0.92    90.78
1059         0.93    91.38
1060         0.73    90.23
1061         0.90    90.03
1062         0.84    91.39
1063         0.97    87.54
1064         0.95    89.20
1065         0.90    88.83
1066         0.80    88.77
1067         0.97    92.67
1068         0.76    92.24
1069         0.92    88.50
1070         0.92    88.24
1071         1.02    90.16
1072         0.93    90.23
1073         0.89    88.82
1074         0.94    90.20
1075         1.02    92.35
1076         0.97    89.06
1077         0.90    90.54
1078         0.97    91.03
1079         0.85    89.99
1080         0.88    89.53
1081         0.88    89.79
1082         0.81    87.68
1083         0.87    89.45
1084         0.90    89.29
1085         0.84    90.39
1086         0.83    89.00
1087         0.81    92.29
1088         0.72    89.88
1089         0.86    89.57
1090         0.86    90.44
1091         0.93    89.30
1092         1.02    88.89
1093         0.99    89.75
1094         0.82    89.81
1095         0.98    92.34
1096         0.94    88.28
1097         1.09    90.83
1098         0.83    89.15
1099         0.78    89.74
1100         0.92    88.36
1101         0.95    91.66
1102         0.89    89.90
1103         0.90    89.92
1104         0.95    91.39
1105         0.71    91.14
1106         0.91    90.20
1107         0.88    91.15
1108         0.89    89.67
1109         0.85    90.54
1110         0.89    92.05
1111         0.84    90.35
1112         0.79    89.22
1113         0.85    92.97
1114         1.06    90.60
1115         0.80    91.79
1116         1.01    90.55
1117         0.89    86.85
1118         0.91    91.59
1119         0.96    90.14
1120         0.92    91.00
1121         0.80    88.07
1122         0.83    86.85
1123         1.04    89.01
1124         0.90    85.18
1125         0.83    89.73
1126         0.87    89.88
1127         0.92    92.13
1128         0.99    87.04
1129         0.83    86.46
1130         0.95    90.52
1131         0.89    91.43
1132         0.77    90.79
1133         0.89    89.34
1134         0.93    89.25
1135         0.75    88.77
1136         0.96    89.89
1137         1.00    90.21
1138         0.97    91.00
1139         0.99    87.82
1140         0.98    88.74
1141         0.96    88.44
1142         0.85    89.89
1143         0.89    90.31
1144         0.93    90.24
1145         0.85    89.75
1146         0.93    91.50
1147         0.95    88.57
1148         0.99    91.91
1149         0.68    91.15
1150         0.98    89.05
1151         0.91    89.64
1152         0.81    92.92
1153         1.02    92.06
1154         0.74    91.64
1155         0.95    87.86
1156         0.82    89.34
1157         0.82    88.28
1158         0.72    88.47
1159         1.01    90.56
1160         0.95    89.83
1161         0.88    88.93
1162         0.86    91.13
1163         0.92    89.38
1164         0.94    91.84
1165         0.79    94.62
1166         0.98    89.88
1167         0.87    87.04
1168         0.86    88.37
1169         1.01    90.93
1170         0.96    91.07
1171         0.77    89.47
1172         0.95    91.59
1173         0.90    87.29
1174         0.95    92.09
1175         0.93    88.91
1176         1.08    89.36
1177         0.90    92.97
1178         0.92    92.03
1179         0.90    90.79
1180         0.95    91.74
1181         0.96    90.26
1182         0.91    89.19
1183         0.84    89.70
1184         0.88    87.61
1185         1.09    93.13
1186         0.94    92.36
1187         0.95    89.08
1188         1.06    88.99
1189         0.89    89.40
1190         0.88    87.29
1191         0.92    88.60
1192         0.93    89.50
1193         0.86    88.63
1194         0.95    89.14
1195         1.02    90.42
1196         0.72    90.18
1197         0.99    88.84
1198         0.75    87.84
1199         0.95    88.18
1200         0.47    92.27
1201         0.50    89.81
1202         0.51    91.59
1203         0.51    91.94
1204         0.47    88.67
1205         0.49    88.54
1206         0.45    87.35
1207         0.52    88.73
1208         0.47    89.41
1209         0.46    87.89
1210         0.51    87.05
1211         0.43    91.88
1212         0.46    87.61
1213         0.42    92.59
1214         0.51    89.09
1215         0.45    90.63
1216         0.47    89.56
1217         0.40    87.03
1218         0.41    88.96
1219         0.41    90.29
1220         0.48    92.55
1221         0.45    89.97
1222         0.42    91.97
1223         0.46    90.14
1224         0.45    87.90
1225         0.47    87.01
1226         0.46    89.75
1227         0.45    89.50
1228         0.44    88.86
1229         0.44    88.65
1230         0.41    90.13
1231         0.49    89.66
1232         0.43    91.40
1233         0.46    90.18
1234         0.45    89.91
1235         0.43    91.30
1236         0.45    87.30
1237         0.45    89.49
1238         0.42    90.39
1239         0.49    89.42
1240         0.48    89.20
1241         0.41    87.79
1242         0.46    89.08
1243         0.41    89.84
1244         0.49    88.29
1245         0.44    89.51
1246         0.46    92.79
1247         0.46    91.24
1248         0.47    91.38
1249         0.47    87.01
1250         0.48    89.94
1251         0.44    90.81
1252         0.51    88.98
1253         0.44    89.74
1254         0.48    93.79
1255         0.43    89.97
1256         0.48    90.79
1257         0.40    90.91
1258         0.49    89.86
1259         0.42    91.54
1260         0.43    88.64
1261         0.46    89.78
1262         0.51    88.84
1263         0.49    91.08
1264         0.44    90.12
1265         0.45    90.66
1266         0.45    90.41
1267         0.45    91.60
1268         0.43    92.17
1269         0.46    90.94
1270         0.47    90.19
1271         0.44    89.49
1272         0.45    87.17
1273         0.41    90.62
1274         0.45    89.38
1275         0.45    90.48
1276         0.43    90.90
1277         0.52    87.84
1278         0.46    89.03
1279         0.47    90.09
1280         0.44    88.20
1281         0.45    93.49
1282         0.44    87.73
1283         0.43    89.30
1284         0.48    89.78
1285         0.50    92.31
1286         0.43    89.69
1287         0.46    89.31
1288         0.47    90.93
1289         0.43    91.11
1290         0.45    89.62
1291         0.45    88.47
1292         0.41    87.36
1293         0.43    90.66
1294         0.43    91.86
1295         0.48    90.88
1296         0.43    88.76
1297         0.45    88.83
1298         0.44    91.57
1299         0.45    88.41
1300         0.44    91.46
1301         0.45    89.75
1302         0.46    88.41
1303         0.45    91.67
1304         0.48    91.88
1305         0.47    88.75
1306         0.44    89.26
1307         0.47    90.13
1308         0.43    91.08
1309         0.41    91.95
1310         0.41    91.43
1311         0.45    87.25
1312         0.49    88.82
1313         0.40    87.67
1314         0.47    89.32
1315         0.50    91.76
1316         0.43    91.20
1317         0.50    89.88
1318         0.45    88.30
1319         0.45    90.72
1320         0.42    89.96
1321         0.46    92.00
1322         0.41    89.39
1323         0.42    91.75
1324         0.43    87.48
1325         0.49    87.31
1326         0.43    89.12
1327         0.45    87.71
1328         0.43    89.76
1329         0.43    90.08
1330         0.49    90.33
1331         0.45    88.79
1332         0.43    91.02
1333         0.46    91.88
1334         0.42    89.82
1335         0.48    92.20
1336         0.46    86.80
1337         0.50    89.62
1338         0.46    90.52
1339         0.42    88.77
1340         0.44    88.82
1341         0.49    89.24
1342         0.45    89.54
1343         0.42    90.40
1344         0.48    91.75
1345         0.44    89.53
1346         0.42    86.02
1347         0.43    90.20
1348         0.46    89.49
1349         0.49    89.81
1350         0.41    90.90
1351         0.47    89.68
1352         0.47    91.57
1353         0.42    89.45
1354         0.40    88.00
1355         0.46    86.78
1356         0.46    90.08
1357         0.46    89.50
1358         0.44    87.65
1359         0.43    90.44
1360         0.45    92.33
1361         0.49    90.61
1362         0.43    88.29
